topicIdx,short,key,usercode,created,long,version,mode,conf,wordNum,duration,randomImage_idx
26,Jazz music,6115629702578176,F6TQ2AZ9,2015-03-05T15:36:45,A new jazz band's album is out.,4,word,4,5,21,4
25,college,6116515539582976,BIGZV33A,2015-03-05T18:06:59,The articles may describe stories about the college admissions process.,4,histogram,4,5,22,2
3,catholic jew church,6117046504914944,R0DBIVPE,2015-03-05T20:41:06,A religious article relating to both Catholics and Jews,4,wordcloud,5,10,17,3
40,gas power electricity,6117478149128192,P3LZ6KOL,2015-03-05T16:55:37,This concept is about global warming.,4,topic-in-a-box,4,20,29,3
41,Sadam Hussain's execution.,6118818178924544,7QNK6G6E,2015-03-05T15:01:29,An article on the death of Sadam Hussain ,4,wordcloud,3,20,69,2
33,Community,6120226391326720,9FLM118S,2015-03-05T22:12:42,These describe the people in a community. ,4,histogram,3,10,37,4
34,People,6120964051959808,GABAO7EZ,2015-03-05T16:46:37,People like and want very different things.,4,topic-in-a-box,2,20,67,4
44,Theater Advertisement,6121395159302144,E4KJEX2P,2015-03-05T18:29:51,Promotional advertisement for a local theater,4,histogram,3,5,37,3
32,Deaths in war,6123454059249664,NF3DGS0R,2015-03-03T03:57:45,Obituaries,4,wordcloud,3,10,74,3
9,World Year Ski,6124262586843136,SQ101CFP,2015-03-06T14:13:54,Refers to world ski event,4,wordcloud,3,5,207,4
8,Money,6125415248691200,58GYJGV2,2015-03-05T22:00:12,Increase in percent sales raise billions for millions,4,wordcloud,3,10,123,1
6,Iraqi Invasion,6125490142183424,YWBC5DBD,2015-03-03T07:14:09,American president George Bush directed the Iraqi Invasion,4,wordcloud,4,5,41,5
17,courts laws judges,6125721801981952,7QW96N2L,2015-03-04T16:34:41,Federal judges determine these court cases according to the laws,4,histogram,4,5,51,5
10,security at airports,6128376360206336,03AO93Q7,2015-03-03T07:21:20,the level of security at airports ,4,word,4,10,46,3
9,Olympics,6128608020004864,9JDHK29I,2015-03-03T07:19:27,Coverage of the winter olympics,4,histogram,3,20,28,3
9,Stock market stats,6128823842111488,DV10Y1K8,2015-03-06T08:29:00,Stock marker stats for a given year.,4,topic-in-a-box,4,5,26,5
47,policy or tax,6130644102938624,YPWV1SBA,2015-03-03T13:40:02,charging money for something,4,histogram,3,5,37,5
6,City excursions,6130986626580480,FPKGFK2T,2015-03-05T18:57:07,This is about taking a trip to a city and the things you might see there.,4,topic-in-a-box,2,5,46,3
9,Winter,6131649393721344,GP7A05I1,2015-03-05T15:12:18,Skiing championships are in the US states,4,word,4,5,33,3
13,man,6131856089022464,29JEYGKS,2015-03-03T09:51:10,Yesterday a police officer killed a man. ,4,wordcloud,4,5,21,3
36,NYC construction,6132155394555904,8EWK9UDA,2015-03-05T16:34:10,This is relating to NYC place names and development.,4,wordcloud,4,20,38,3
4,Brooklyn village theatre.,6133866133716992,0GABLDWP,2015-03-05T00:30:14,The theatre was admired and was in the Times cover.,4,wordcloud,2,20,86,1
17,United States Court System,6133917136453632,U3SI0KCY,2015-03-04T14:13:05,"The court system is composed of a judge, lawyers attempting justice during a trial.",4,histogram,4,10,54,2
42,Death Notices,6135265487749120,S17AWUII,2015-03-05T16:53:01,"Death, survivorship and funeral information",4,histogram,3,20,104,5
34,Slavery,6136375468359680,VVP758PY,2015-03-03T05:09:57,"Tough to distinguish, but I think slavery is the concept.",4,topic-in-a-box,2,20,34,1
4,differences in faith,6137025619034112,44ICR8OD,2015-03-05T03:20:36,"Articles describing the differences in Christian, Jewish, and Catholic faiths.",4,topic-in-a-box,4,5,47,3
19,reading,6137412434526208,BUXP50R0,2015-03-05T18:09:45,these are important learning topics,4,word,4,5,11,2
6,Attractions,6138365648830464,84BG5PUZ,2015-03-03T12:25:50,Attractions that people visit/use.,4,topic-in-a-box,4,5,49,3
4,nEW yORK tHEATRE,6138745753436160,R6G55YKI,2015-03-06T03:58:13,Tomorrow in New York there will be theater performances.,4,word,4,10,53,4
44,Performing arts,6139483950940160,GOTDL79X,2015-03-03T04:38:41,Dancing and singing performing arts are performed in a theater,4,word,4,5,34,5
31,Restaurant activites,6139707826110464,PL5AUVUY,2015-03-05T15:30:59,People go to restaurants to eat and drink good food and wine.,4,word,4,20,48,3
32,Widow,6140229933072384,4VR3GWID,2015-03-03T12:06:32,A Widow is someone who has had a significant other pass away.,4,word,3,5,32,1
20,CHICAGO,6141072283533312,6J70MHVE,2015-03-05T00:32:50,CHICAGO IS A CITY IN A STATE THAT IS NOT AN ISLAND LIKE NEW JERSEY,4,word,5,10,52,1
40,Basketball,6142103075684352,1BV7G3RL,2015-03-05T16:49:33,A result of baketball tournament.,4,histogram,3,5,37,3
19,Book Reviews,6142284806488064,0XRWPXQH,2015-03-05T20:59:44,A review of the latest books and novels.,4,wordcloud,4,5,197,1
49,live,6143705635356672,G5IXSBD8,2015-03-05T16:49:15,live strong.,4,wordcloud,1,10,11,3
21,News Issues,6144680056061952,BZ7ZSUVG,2015-03-05T15:02:43,The issue news is debating words,4,word,4,5,38,5
41,Saddam Hussein's Execution,6144964866080768,CFDWBOIH,2015-03-05T17:30:23,Saddam Hussein was executed for his crimes against humanity.,4,wordcloud,4,10,23,3
40,Basketball game,6145561061228544,7EKG0UUJ,2015-03-05T15:08:37,Description of a basketball game.,4,histogram,4,5,36,5
28,Clothing,6146820291952640,WATLI52O,2015-03-04T10:20:32,i think its a  bout cloths fashion,4,topic-in-a-box,4,5,28,2
31,eating experience,6147257036439552,SKKTRCSD,2015-03-03T13:58:39,This describes a menu.,4,word,4,5,36,3
27,Global fashion design,6148063953420288,6RO4RQ9K,2015-03-05T14:44:42,The presentation of fashion from many different countries.,4,word,4,10,63,4
7,Estate,6148450232041472,JQLJUCS8,2015-03-03T07:37:34,It takes many weeks to successfully sell a house.,4,word,2,5,25,1
12,social media,6148745511043072,GGS0XYIJ,2015-03-05T18:02:52,The words  may represent articles discussing social media such as youtube,4,histogram,3,5,43,4
25,University students and school,6149963671142400,KMO5XJN8,2015-03-05T16:35:28,orientation notebook,4,word,3,5,65,4
34,job,6151699911671808,F0PILM0B,2015-03-05T16:30:29,What makes people like their job?,4,topic-in-a-box,4,10,23,4
3,religion,6152230877003776,BIGZV33A,2015-03-05T18:06:59,The words may come from articles discussing different religions,4,histogram,4,5,35,2
0,"Food preservation, drying",6152662521217024,QBTIQXFK,2015-03-05T15:21:23,Add brown sugar when smoking your fish,4,word,4,5,68,4
35,business article,6155410763415552,RKK02SN9,2015-03-05T17:52:19,An article about a recent CEO and large company in the headlines.,4,wordcloud,4,10,35,5
14,Drug Health Study,6156148424048640,0T91DRN3,2015-03-05T15:04:35,Medical research has led to another drug health study that shows how a disease can be controlled in certain conditions.,4,histogram,4,10,103,2
26,band,6156579531390976,U4MX2X3J,2015-03-05T16:58:57,A bands facebook page.,4,histogram,3,10,35,4
13,officer police brutality,6156766362468352,J55T8XUF,2015-03-05T20:38:42,Police brutality article about a killing yesterday,4,wordcloud,4,5,16,4
5,travel article,6158638431338496,E8Y0HAI1,2015-03-04T05:32:06,Article has to do with travel.,4,word,4,5,74,2
28,Politics,6159876992532480,4BYVW8DX,2015-03-05T15:21:05,This is a list of hot topics in US politics. ,4,word,5,20,93,2
41,terrorists,6160489293807616,GE3L9TC9,2015-03-03T13:13:19,what comes to mind when you think of terrorists,4,histogram,3,20,45,4
16,Museum Art,6160674514272256,L82EPYQ2,2015-03-04T14:53:14,Film from movies can now be found as museum art.,4,topic-in-a-box,4,5,57,4
32,Restaurant menu,6161932402819072,Y0325EQB,2015-03-03T03:07:59,Restaurant serves farm fresh meals for healthy fare.,4,topic-in-a-box,3,20,78,3
2,News Channels,6163560732295168,01ULMW4M,2015-03-04T22:19:56,The reach of news channels and what they report,4,word,5,10,31,2
26,Importance of education.,6163792392093696,LWS362QM,2015-03-05T00:14:45,"There is a mix up of education, the way it starts from and the way you get the highest degrees.",4,topic-in-a-box,4,10,83,1
21,NEWPAPER,6164200145551360,YYTAN1YT,2015-03-03T22:41:26,tHIS IS FROM A NEWS REPORTEER,4,word,3,20,28,5
11,Editorial,6164412477997056,BAURDYDB,2015-03-03T07:27:48,Seems like speech,4,histogram,3,10,42,2
45,theather,6165008673144832,UQ7NQT8P,2015-03-03T03:54:27,it is about the types of departments in theater,4,topic-in-a-box,3,20,20,4
45,Ford cars,6166337697087488,ESWMFERB,2015-03-05T15:11:23,Ford makes cars.,4,histogram,4,5,16,4
36,City development,6166833765810176,UX73BTS0,2015-03-05T18:25:54,"To develop a new area of a city, a planner might include parks and buildings amid the existing street grid to revitalize an area.",4,wordcloud,4,5,26,2
30,Iraqi War Coverage,6167040461111296,6974Z4MM,2015-03-04T16:44:11,These are words that would be used in Iraqi War Coverage.,4,word,4,5,29,3
16,Lifestyle.,6167339766644736,OY1O3UWY,2015-03-05T21:54:31,Seems like key words for people and how the live.,4,histogram,4,20,47,3
41,Propaganda ,6167848988704768,HUTDH3CC,2015-03-03T07:27:56,Tying together many negative things,4,wordcloud,3,20,51,3
30,government war.,6168396060164096,LXVC41Z4,2015-03-04T15:25:46,Talking about the current wars today. ,4,wordcloud,4,10,16,3
38,game of tennis,6169823063048192,ZULDJ8VW,2015-03-05T15:11:12,Talking about a tennis match.,4,wordcloud,5,20,36,5
3,Viewing Habits,6171282278187008,05CQN87L,2015-03-05T16:53:22,Discusses how audiences consume media.,4,topic-in-a-box,4,10,63,3
17,policits,6171559840448512,HTTRHVW9,2015-03-04T04:42:05,how things are settled when a person has done wrong ,4,word,3,10,21,1
26,Educational programs.,6173002949459968,P3FGFCUV,2015-03-05T15:05:44,Programs in place for different educational administrations.,4,topic-in-a-box,4,10,21,5
32,obituary,6174358548512768,DGGRY1EP,2015-03-05T16:07:22,A writer named Martin died.,4,word,4,5,27,5
13,Technology,6174967091691520,0CMBBBMP,2015-03-05T15:19:16,The concept represented is an online technology company,4,topic-in-a-box,4,10,35,1
2,law,6175328942686208,KA9LU5HE,2015-03-05T16:45:58,lawyer,4,topic-in-a-box,3,10,6,4
3,media viewing,6176634881179648,QWJ5XOBI,2015-03-03T14:10:06,This looks like talk about the media and viewers,4,topic-in-a-box,4,10,23,3
24,Bowl games,6177287447773184,HIJB7NP0,2015-03-06T06:57:48,The bowl games held at the end of the college football season,4,histogram,5,5,53,4
19,Literature ,6177846598828032,30J223HP,2015-03-03T07:28:24,A review of historical texts.,4,wordcloud,3,5,17,1
38,politics in the US,6177897601564672,GX0IZXWI,2015-03-03T06:42:31,Political parties in the United States Congress.,4,topic-in-a-box,4,5,45,1
8,Housing development,6178890007445504,JDR0QJFU,2015-03-06T02:14:36,A number of housing developments are being constructed this week.,4,topic-in-a-box,3,5,57,2
21,New Jersey,6179547405877248,W7JPLFG3,2015-03-03T06:50:15,List of what New Jersey is considered,4,topic-in-a-box,4,5,30,5
48,sports,6179864428150784,WNHE9Q0K,2015-03-05T18:11:29,The words likely represent sports articles that talk about the New York Yankees,4,histogram,4,10,21,3
1,cooking a fish,6180121052446720,8TDODVYW,2015-03-03T12:35:53,These are steps in cooking a fish,4,topic-in-a-box,4,5,50,4
19,Reviews of Books,6180149238169600,05PCE9UZ,2015-03-06T15:02:57,This is a article on a review of Books on History and Life.,4,histogram,5,5,68,4
23,Family tree,6180745433317376,5V22OYQY,2015-03-05T18:22:38,A family tree line and home history.,4,topic-in-a-box,4,10,49,1
43,"gay, parents, relationship",6181006084145152,2TSOLRRT,2015-03-03T10:57:18,A set of articles about gay relationships and raising kids.,4,word,3,20,48,2
10,Skiing,6181392899637248,1NNGXA4U,2015-03-05T15:33:40,This year's people are skiing in states and around the world,4,topic-in-a-box,2,5,85,5
20,New York,6181995000365056,PZOQZAQM,2015-03-03T13:33:04,New York Mayor meets with board.,4,word,3,20,57,1
29,political campaign,6182956804603904,IYHZO8BD,2015-03-05T15:38:38,A political campaign includes varying types of advertising intended to promote a political candidate.,4,histogram,3,20,32,3
29,Editorial mistake,6183248325509120,64W5XBUR,2015-03-05T18:00:43,A newspaper is apologizing for mistakenly identifying something incorrectly in an article or advertisement.,4,histogram,4,10,52,5
49,Hong Kong Train,6183634604130304,6974Z4MM,2015-03-04T16:44:12,These words describe train travel in Hong Kong.,4,word,3,5,21,3
16,People helps family,6185148043231232,AW9B0XHU,2015-03-05T22:19:43,Family says they have been helped in finding jobs this year,4,histogram,3,10,165,4
41,saddam hussein's crimes,6185998446755840,1UWFUHZ0,2015-03-05T16:57:29,Saddam Hussein's hanging for his crimes and corrupt government officials.,4,histogram,4,10,70,3
45,automobiles,6186884283760640,GD3JVK0U,2015-03-05T21:10:53,These words are from articles discussing automotive dealerships and brands.,4,wordcloud,4,10,43,2
19,Writer,6187415249092608,ACJ0F7MA,2015-03-06T05:30:58,I devoted my life to being a writer and reviewing history books,4,histogram,4,5,39,5
47,local entertainment,6187846893305856,YULV6FIZ,2015-03-05T21:14:55,These words represent articles about life in the local area of the newspaper.,4,topic-in-a-box,3,10,32,5
21,gathering,6189186923102208,IUK4EW5J,2015-03-05T16:28:13,an article about a government gathering,4,word,3,10,19,1
30,Iraq War,6193413170921472,78CO76L1,2015-03-06T15:16:16,"This is a article on the Iraq War, and the soldiers, people, and the American involvement.",4,histogram,5,20,119,4
6,war,6194631331020800,4H9EWC4P,2015-03-05T18:50:57,President Bush took us to war in Iraq.,4,wordcloud,5,5,26,1
38,go,6195783992868864,4UG4E95N,2015-03-05T16:56:27,find it now,4,word,4,20,6,1
24,Death,6198342182764544,IOD6RTAL,2015-03-06T04:17:29,People mourn according to their closeness to the person that passed.,4,topic-in-a-box,3,20,66,3
38,Tennis match,6199192586289152,5RTWCQOL,2015-03-05T17:54:54,Describes the events of a tennis match.,4,histogram,4,20,29,1
46,"GM, Factory, Auto industry",6200078423293952,LDMDCQ67,2015-03-05T23:38:23,Detroit home of The Ford Motor Company,4,topic-in-a-box,3,10,89,2
33,Charity,6201041032839168,NBA8ZMS0,2015-03-05T22:42:44,There is a charity advertising in a newspaper.,4,word,3,10,41,5
45,ford automobiles,6201280477265920,0GM4089O,2015-03-05T20:35:03,"discussion of cars, specifically ford models",4,histogram,3,5,80,4
20,New York,6201355370758144,NWN1G51W,2015-03-05T16:10:58,New York is a state and a city on the east coast of the USA.,4,wordcloud,4,20,51,2
43,Demographics,6201717221752832,0IXWQ8TK,2015-03-05T17:47:23,Describes demographics of an area.,4,wordcloud,2,5,23,5
22,Family concepts. ,6202524138733568,69BPB0QD,2015-03-05T12:57:40,A article explaining what a family is. ,4,histogram,4,5,26,2
16,Time Spent At,6204234877894656,NM9S0CI6,2015-03-03T10:31:20,How much time is spent where.,4,histogram,2,5,101,2
45,Theater,6204285880631296,A6P0P09P,2015-03-03T07:44:44,"A place where many different types of art can perform, including ballet and opera.",4,topic-in-a-box,5,5,30,1
36,Architecture,6204894960680960,T5Q37NT1,2015-03-05T16:59:43,Building some sort of place.,4,wordcloud,4,20,19,3
22,family,6205634231926784,PKRNUVNL,2015-03-05T12:48:42,description of what a family is,4,wordcloud,4,10,18,3
27,Indian fashion design,6205728989642752,VTFRMW8H,2015-03-05T04:11:44,Describes various fashion trends or designers from India.,4,histogram,4,5,32,1
41,War,6205935684943872,WGFYSRR2,2015-03-03T07:32:16,War in the middle east.,4,word,3,20,19,3
29,Group Advertising,6207133712384000,WEWU8U98,2015-03-05T19:14:38,Companies are receiving group advertising rates but the ads they have run recently have been inaccurate and misstated actual results.,4,word,3,10,48,5
37,USA Politics,6207781178703872,NWN1G51W,2015-03-05T16:10:58,Politics in the USA involve many different groups in many different capacities.,4,wordcloud,4,20,265,2
45,Automibiles,6208383279431680,5APLZFRR,2015-03-03T22:55:35,Ford automobiles are made in Detroit but are not designed as well as Toyota cars.,4,word,3,10,104,2
39,Clean energy,6209114497613824,2OR8XWL9,2015-03-05T17:32:33,This is an article about clean energy.,4,word,4,10,37,4
10,Caribbean vacation,6209345083670528,W2E9OU8U,2015-03-05T16:10:53,Going on vacation on delta airlines.,4,histogram,4,20,65,4
0,smoked meat taste,6209636604575744,DBVLCM6C,2015-03-05T18:52:53,Smoking fish removes a lot of the oil in the fish meat. ,4,wordcloud,5,5,35,2
43,FAMILY,6210022883196928,6J70MHVE,2015-03-05T00:32:50,ALL OF THESE THINGS DEPICT A FAMILY,4,word,5,10,26,1
40,Basketball,6211414989471744,U3SI0KCY,2015-03-04T14:13:05,The basketball team has players who try to score points during their games throughout the basketball season.,4,histogram,3,10,82,2
34,People work attitudes,6211441027710976,S5B1VGGN,2015-03-03T12:56:54,The set of articles describes what people like about work.,4,topic-in-a-box,3,10,58,1
5,Main street,6212471819862016,7Q6CRHPB,2015-03-05T12:51:22,This article is explaining something happening on main street. ,4,topic-in-a-box,2,10,25,2
45,Arts and Entertainment,6213265851940864,OEATX8H5,2015-03-03T14:21:13,This is a description of a theater and its performances.,4,topic-in-a-box,4,10,36,4
16,Family troubles,6213451072405504,2NVOQXQW,2015-03-04T21:23:48,Money and help are troubled times ahead.,4,word,2,20,30,1
15,Art festival.,6214074379534336,X5EQN5KM,2015-03-05T12:09:27,Art festival mainly focused on image based art.,4,word,5,20,33,5
21,Local Government,6214708960952320,CPBPZQHD,2015-03-03T06:45:26,It details the different levels of government.,4,topic-in-a-box,3,10,37,5
21,Opinion Poll,6215333610258432,N5MGY4AG,2015-03-05T14:59:41,Opinion poll of different people across many demographics regarding a recent news event,4,wordcloud,4,10,70,3
44,Prefrences ,6216337290428416,W8I0A3ZS,2015-03-05T03:31:36,the preference of peoples free time,4,histogram,1,5,106,2
26,recent music recordings,6216568950226944,LF6KSFVU,2015-03-05T04:32:56,It is a discussion about new contemporary music albums.,4,wordcloud,4,10,60,3
33,Color Doesn't Mater,6217189036130304,QWDSQ82Q,2015-03-03T08:22:24,This concept talks about how being black doesn't change being American.,4,wordcloud,4,20,46,2
49,travel,6217625780617216,CCJN7ZD7,2015-03-03T04:06:55,These words could describe the travel of a canadian in china/hong kong.,4,word,4,10,70,2
27,Art,6219610323943424,QEJ75TAY,2015-03-05T20:04:38,"Articles about art and fashion, along with personal preferences",4,wordcloud,4,10,48,5
22,Domestic,6219817019244544,61HQTYY9,2015-03-05T04:12:16,Words related to family affairs,4,word,4,20,27,5
41,Sports,6220116324777984,IOD6RTAL,2015-03-06T04:17:29,A lot of sports have things in common,4,topic-in-a-box,4,20,49,3
49,Baseball,6220332415320064,7Q6CRHPB,2015-03-05T12:51:22,This describes a baseball player's contract. ,4,topic-in-a-box,3,10,17,2
2,Television and broadcasting,6220625546838016,T6EN3GJC,2015-03-03T09:00:16,The most common ways of getting the new and how may people get the news.,4,wordcloud,3,5,54,1
4,Theather shows in NY,6221172618297344,85W056VQ,2015-03-05T03:17:11,Discussion of theather shows around new york ,4,word,4,20,87,4
0,Middle East Conflict,6222068655849472,B8X11NCG,2015-03-05T13:02:46,A collection of articles about past and present conflicts in the Middle East.,4,topic-in-a-box,4,20,41,1
19,History,6222599621181440,53D6GU46,2015-03-05T15:25:09,This is a list of words related to the study of human civilization.,4,word,5,10,29,5
1,Bad smells,6223226417971200,DV10Y1K8,2015-03-06T08:29:00,Common causes of bad smells.,4,topic-in-a-box,4,5,18,5
9,Ski resort,6224058836320256,64W5XBUR,2015-03-05T18:00:43,"Resort that hosts skiers, as well as other winter sports.",4,histogram,4,10,26,5
47,Arts Center,6224336398581760,CTHSH1TB,2015-03-04T19:14:27,The Arts Center is up the street.,4,topic-in-a-box,4,5,65,2
30,War in Iraq,6225779507593216,LGHE405C,2015-03-05T15:32:20,The US army attacking Iraq.,4,wordcloud,3,20,36,1
28,Decorate,6226948275568640,EQH6LPJB,2015-03-05T12:48:18,The use of designing.,4,topic-in-a-box,2,5,59,2
40,Madison Square Garden,6227135106646016,NH4Q8WV7,2015-03-05T16:52:15,An arena where the Knicks play,4,word,2,20,57,5
34,Snowy Winter,6227444881162240,WEW4R74F,2015-03-04T16:26:47,The affect the bad winter the Country is having this year.,4,histogram,4,10,160,3
39,Renewable resources,6229007175516160,T2LWO150,2015-03-03T07:35:39,These are kinds of unrenewable resources,4,wordcloud,2,5,47,1
39,fuel,6230968364957696,ACJ0F7MA,2015-03-06T05:30:58,We currently use oil and gas for energy but the neediest need more power.,4,histogram,4,5,89,5
30,Iraqi Conflict,6231043258449920,BAURDYDB,2015-03-03T07:27:48,An article about the current conflict overseas.,4,histogram,5,10,27,2
31,American and Iraqi Military ,6231274918248448,CSXXN0B2,2015-03-05T03:24:58,How the government defends military ,4,topic-in-a-box,2,5,121,4
43,Family life.,6234161136271360,74RXFTPD,2015-03-03T07:50:26,Starting family life. ,4,wordcloud,3,20,29,4
38,Primary Elections,6234568889729024,P9TEE3MF,2015-03-03T04:18:38,Articles about the upcoming Primary Elections.,4,topic-in-a-box,4,20,62,3
25,Patriots super bowl,6236539742846976,FIYDAUEE,2015-03-05T20:41:55,The Patriots football team win the super bowl for 2015.,4,topic-in-a-box,5,10,43,2
46,Museum directions,6236901593841664,H8300F1G,2015-03-06T08:31:48,Directions to an art museum,4,histogram,4,10,22,4
16,Home ownership,6237409205288960,KCUVD8GJ,2015-03-03T12:16:39,People working to afford homes.,4,histogram,4,10,35,5
35,organization,6237708510822400,OYO5ZEPG,2015-03-05T17:18:08,the structure of people organized for capitalist purposes,4,wordcloud,3,5,88,2
27,performing arts,6238764804341760,YQJ4XLXI,2015-03-03T06:57:13,how people view music,4,topic-in-a-box,4,20,40,4
48,TEAM,6239470252720128,50JL2MEQ,2015-03-05T04:19:34,BASEBALL LEAGUE TEAM PLAYERS CONTRACT,4,word,4,5,91,4
3,Religion,6240818604015616,R7JXM81K,2015-03-05T17:20:12,The concept is of various religions that are practiced in a church.,4,word,5,5,34,4
17,Family Life,6241651022364672,BI2Y0JK7,2015-03-05T12:54:00,How careers affect the family and home.,4,topic-in-a-box,3,10,17,2
33,Martin Writing,6241928584626176,CRC3QC42,2015-03-03T07:18:23,"Martin writes of his dead wife, the recent years.",4,topic-in-a-box,3,5,44,3
33,American Mans Life,6242965550792704,724KJX1J,2015-03-05T18:48:45,The various choices and experiences of one american mans life,4,topic-in-a-box,4,10,86,3
14,Medicine,6243918765096960,Y650265M,2015-03-04T04:18:44,This concept is medicine.,4,word,4,10,16,2
18,Coach Contract Terms,6244298869702656,JCZ0J5HH,2015-03-06T09:08:06,"The coach, a resident of California and formerly of San Francisco and Los Angeles, is negotiating the terms of his new contract.",4,histogram,3,10,53,1
27,Music reviews,6244727292690432,B8X11NCG,2015-03-05T13:02:46,A series of album and concert reviews from various artists.,4,topic-in-a-box,4,20,85,1
16,Movie descirption,6245037067206656,VOG0MS1L,2015-03-03T07:01:50,"A movie description including the naming of the artist, the work, and related films.",4,topic-in-a-box,2,10,30,3
24,superbowl,6245260942376960,DGGRY1EP,2015-03-05T16:07:22,Articles talk to the coach who won superbowl.,4,word,4,5,33,5
35,business,6245697686863872,RGQUKHJI,2015-03-05T13:16:25,The world of business encompasses all of these attributes. ,4,histogram,5,10,53,4
6,Bush's Administration,6245783049338880,AF07AQ1Y,2015-03-04T01:26:36,Description of Bush's administration,4,word,4,20,34,2
4,Directions,6247656191950848,YRQIYDAE,2015-03-05T17:23:13,This describes the concept of street directions for tomorrow.,4,word,3,5,56,1
11,Descriptive words,6247837922754560,PFD8TZJV,2015-03-06T02:00:53,A column that involves a person speaking about themselves,4,histogram,1,20,48,5
22,Family,6248694768730112,KSNDXPLE,2015-03-03T04:00:09,These words describe a family in a home.,4,wordcloud,3,10,37,5
2,Television entertainment.,6248875425792000,X5EQN5KM,2015-03-05T12:09:27,Television season based shows.,4,word,4,20,55,5
48,Taxes and Money,6249258751623168,HC8RXI0I,2015-03-05T17:50:24,Congress passed a law to allow the federal government to tax something,4,topic-in-a-box,3,10,41,4
35,The Environment,6249893333041152,TZF1YG00,2015-03-04T13:23:14,"This concept deals with the environment such as climate change, animal life, and plant life. ",4,topic-in-a-box,4,20,23,2
5,city attractions,6250233172328448,4ONCDX8J,2015-03-05T16:01:04,attractions and information regarding living in a particular city,4,wordcloud,3,20,51,2
4,Construction.,6251114177495040,Y7I3RXQ0,2015-03-05T15:54:11,Make sure to avoid these streets.,4,wordcloud,3,5,22,2
15,Film and Entertainment,6252373408219136,AYZIG0UZ,2015-03-04T16:37:39,Discussion of a documentary and the people and places involved,4,histogram,2,20,116,2
15,film directing,6252969603366912,CUELKSB7,2015-03-04T05:21:39,things that involve creating visual arts,4,word,4,5,113,2
3,religion,6253094962724864,OQD5SR2R,2015-03-05T12:50:17,The words represent an exploration of religious activity,4,histogram,4,20,39,5
34,Nature,6253617069686784,42SQBWT9,2015-03-05T15:36:21,"Elements and things found in nature such as winter, trees and rivers.",4,wordcloud,4,10,58,3
25,Coach of Superbowl,6254003348307968,PZFO5CA6,2015-03-03T09:53:31,The coach of American foodtball team in the superbowl game.,4,topic-in-a-box,3,5,59,1
49,baseball league,6255516787408896,V0HKVJ5K,2015-03-05T16:51:21,How a baseball league and teams work.,4,topic-in-a-box,4,5,15,4
0,recipes for something,6255809918926848,LF6KSFVU,2015-03-05T04:32:56,It is an article with various recipes,4,wordcloud,4,10,57,3
14,health studies,6256367190933504,OQD5SR2R,2015-03-05T12:50:17,The words represent disease research and health-related studies,4,histogram,4,20,32,5
8,economy,6258215637483520,X572DJON,2015-03-05T16:14:27,the economy is slowly improving,4,wordcloud,3,5,16,5
43,family,6259555667279872,9ESVNWA7,2015-03-05T12:55:56,women and children plus the man equal a happy family!,4,histogram,4,10,13,2
33,People,6260258431303680,CZF6UYZ7,2015-03-06T07:24:24,No descriptive words. ,4,histogram,1,5,43,4
35,Company's Financial Situation,6260963879682048,ANCV08H5,2015-03-05T18:59:12,Company financial situation after making a new deal.,4,histogram,3,20,71,4
7,real estate market,6261701540315136,WRNEWC2F,2015-03-05T15:52:48,The real estate market has wavered over the last few weeks.,4,wordcloud,3,5,22,5
12,online video software,6262132647657472,2OR8XWL9,2015-03-05T17:32:33,This is an article about using the internet for online video.,4,word,4,10,30,4
8,Payroll,6262319478734848,X13QUNZT,2015-03-05T21:51:23,This is a payroll company.,4,wordcloud,3,20,22,2
12,Epistemology,6265000075198464,JDR0QJFU,2015-03-06T02:14:36,How do people know what they know and like what they like?,4,topic-in-a-box,4,5,37,2
14,Medical research,6266152737046528,QI5DSZN7,2015-03-05T18:26:05,Medical research studies on patients.,4,wordcloud,4,10,105,5
10,airport security,6269345508360192,QRXY3G1E,2015-03-03T03:05:20,International travelers encounter security at airports.,4,histogram,4,10,35,4
41,Sadam's Downfall,6269561330466816,7THR248H,2015-03-05T20:45:26,A brief description of sadam hussein's actions and how he died.,4,wordcloud,4,10,42,4
12,The Internet,6271381591293952,HUTDH3CC,2015-03-03T07:27:56,The online world,4,wordcloud,4,20,38,3
33,Work is good,6271649221443584,19CORV2P,2015-03-06T03:53:20,Working is socially good for people.,4,word,4,10,32,4
25,School tutoring program.,6271724114935808,5RTWCQOL,2015-03-05T17:54:54,College students and professors tutor high and middle school students.,4,histogram,4,20,33,1
0,international affairs,6272085965930496,H70VGWC9,2015-03-05T21:05:30,These words are from articles about international news and war.,4,topic-in-a-box,4,10,38,3
41,iraq,6272386882076672,9ESVNWA7,2015-03-05T12:55:56,saddam hussein's muslim reign has inflicted punishment on innocent lives,4,histogram,4,10,26,2
6,US Military Strategy,6272892882911232,LGHE405C,2015-03-05T15:32:20,George Bush's US military strategy abroad.,4,wordcloud,3,20,39,1
20,War History,6273391904423936,HZ7I5Y0E,2015-03-04T17:27:08,Read and review books on the history of War.,4,topic-in-a-box,4,20,88,5
20,READING,6275083047796736,XQIBBSZ8,2015-03-05T06:17:13,READING BOOKS ,4,topic-in-a-box,4,10,120,2
3,Christian community,6276002976104448,NWN1G51W,2015-03-05T16:10:58,The current Christian community contains a very diverse spectrum of members from all backgrounds and histories.,4,wordcloud,4,20,81,2
